symbol,model,rows_seen,rows_with_future_label,action_accuracy,direction_accuracy,action_macro_f1,action_weighted_f1,target_exposure_mae,target_exposure_correlation,open_timing_error_seconds,close_timing_error_seconds,add_recall,reduce_recall,flip_recall,cycle_direction_match,confidence_calibration_gap
EOSH21,cross_asset_logistic,4,3,0.0,0.3333333333333333,0.0,0.0,0.095458984375,0.9999011083815911,598770.241,10417.448,,,,1.0,0.5961171676365767
EOSUSDTZ20,frequency_baseline,3,2,0.5,0.5,0.3333333333333333,0.3333333333333333,0.5841090993110812,-1.0,,131358.799,1.0,,,1.0,0.015460453320653045
EOSUSDTZ20,distilled_rules,3,2,0.0,0.0,0.0,0.0,0.75,-1.0,,131358.799,0.0,,,0.0,0.5668492468851007
EOSUSDTZ20,cross_asset_logistic,3,2,0.5,0.5,0.3333333333333333,0.5,0.7031922340393066,-1.0,,0.0,1.0,,,1.0,0.07731070326123596
ETHH21,frequency_baseline,298,297,0.5050505050505051,0.9528619528619529,0.09652509652509654,0.3412503412503413,0.17449721151040848,0.2779203050810166,207196.99175000002,22164.440601449274,1.0,0.0,,0.9826388888888888,0.16691852303730764
ETHH21,distilled_rules,298,297,0.3434343434343434,0.9259259259259259,0.13194444444444445,0.31081649831649827,0.14701645808326674,0.66360540960892,207196.99175000002,10068.95815942029,0.0728476821192053,0.6976744186046512,,0.9444444444444444,0.4044749390927509
ETHH21,cross_asset_logistic,298,297,0.7474747474747475,0.9562289562289562,0.21951983952861528,0.7234610253478179,0.06010311715476966,0.9131043387543738,207196.99175000002,10658.649572463768,0.8410596026490066,0.7441860465116279,,0.9861111111111112,0.12912871397261705
ETHH22,frequency_baseline,144,143,0.5944055944055944,0.972027972027972,0.18640350877192982,0.44319715372346946,0.1273976364666863,0.17256021434421512,1408809.7419999999,39358.03816363636,1.0,0.0,,1.0,0.1469390246114216
ETHH22,distilled_rules,144,143,0.4405594405594406,0.9300699300699301,0.21402116402116403,0.4868353868353869,0.08476378394878882,0.8113868782104103,1408809.7419999999,26936.506054545458,0.2823529411764706,0.7450980392156863,,0.9496402877697842,0.34870527020755254
ETHH22,cross_asset_logistic,144,143,0.8741258741258742,0.972027972027972,0.4444998338318379,0.8517245466398009,0.04417842926094364,0.9199026570492467,1408809.7419999999,29089.572781818184,0.9529411764705882,0.8627450980392157,,1.0,0.17739363816081988
ETHM20,frequency_baseline,11,10,0.4,0.8,0.14285714285714288,0.2285714285714286,0.32457628181189774,-0.2847964075480969,2103141.363,55165.1508,1.0,0.0,,1.0,0.30885703400160947
ETHM20,distilled_rules,11,10,0.0,0.8,0.0,0.0,0.42028985507246375,-0.19484486930746922,2103141.363,55165.1508,0.0,0.0,,1.0,0.6222688840200725
ETHM20,cross_asset_logistic,11,10,0.6,0.8,0.3484848484848485,0.4909090909090909,0.38543257920638374,-0.11559239115663862,2103141.363,54442.346600000004,1.0,0.6666666666666666,,1.0,0.16740815131048203
ETHM21,frequency_baseline,27,26,0.3076923076923077,0.6923076923076923,0.07142857142857142,0.15384615384615385,0.2529328517557106,0.4893956004684641,1104932.884,90997.14207692308,1.0,0.0,,0.8571428571428571,0.20163136659227085
ETHM21,distilled_rules,27,26,0.07692307692307693,0.6923076923076923,0.04040404040404041,0.11188811188811189,0.25920434123051106,0.5430682365048858,1104932.884,72511.635,0.2222222222222222,0.0,,0.8571428571428571,0.5702853360344275
ETHM21,cross_asset_logistic,27,26,0.5384615384615384,0.7307692307692307,0.19505494505494506,0.4201183431952663,0.22023772889641438,0.6078490668234855,1104932.884,51692.418,1.0,0.75,,0.9047619047619048,0.1832454426612864
ETHM22,frequency_baseline,147,146,0.3356164383561644,0.9863013698630136,0.08376068376068375,0.16866877414822617,0.29134799842137904,0.2082542698646525,433126.12533333333,26379.097677083333,1.0,0.0,0.0,0.993103448275862,0.12979544957930142
ETHM22,distilled_rules,147,146,0.1232876712328767,0.8972602739726028,0.11268790914808613,0.18520890875115628,0.07129171528409421,0.9196504355643549,23.430000000000003,17017.6989375,0.10204081632653061,0.12903225806451613,0.0,0.903448275862069,0.41195405547541525
ETHM22,cross_asset_logistic,147,146,0.8561643835616438,0.9863013698630136,0.2835924006908463,0.8427709560650152,0.07803066390546759,0.9604040246709661,433126.12533333333,16232.492010416667,0.7755102040816326,0.9354838709677419,0.0,0.993103448275862,0.24523726120525632
ETHU20,frequency_baseline,32,31,0.3225806451612903,0.7096774193548387,0.12195121951219512,0.15735641227380015,0.225183384450582,-0.04939161680968864,339213.4311428572,104001.07585714287,1.0,0.0,,1.0,0.22859778233178799
ETHU20,distilled_rules,32,31,0.0,0.6774193548387096,0.0,0.0,0.273166625483062,0.10608129285596696,339213.4311428572,99065.23678571428,0.0,0.0,,0.9545454545454546,0.6214212808174013
